,PREDDEG_factor,Control_factor,NPT4_COMBINE,DEP_STAT_PCT_IND,PAR_ED_PCT_1STGEN,MD_FAMINC,PCTPELL,PCTFLOAN,GRAD_DEBT_MDN,WDRAW_DEBT_MDN,APPL_SCH_PCT_GE2,MD_EARN_WNE_P6,MD_EARN_WNE_P10,RPY_3YR_RT_SUPP,CDR3
150853,Certificate-degree,Private For-profit,12450,0.694300518,0.634146342,15234.75746,0.44,0.484,15853.5,4750,0.430051814,13800,14600,0.166666667,0.145
364973,Associate's-degree,Private For-profit,16419,0.667321429,0.462168142,17900.88767,0.4899,0.6606,11250,5524,0.329464286,26100,29600,0.263402062,0.289
220631,Bachelor's-degree,Private Nonprofit,11297,0.457781457,0.465765766,31661.41405,0.5164,0.8207,17634,8250,0.595198676,31200,36800,0.558350101,0.083
146427,Bachelor's-degree,Private Nonprofit,20518,0.027124774,0.226305609,66943.36774,0.2746,0.6282,26305,11969,0.837251356,27600,41700,0.789598109,0.061
456995,Associate's-degree,Private For-profit,17758,0.734883721,0.388609715,22040.181,0.7342,0.8671,17567,5500,0.333333333,23700,22800,0.434659091,0.2
456959,Bachelor's-degree,Public,17991,0.153620942,0.196350433,72756.40162,0.315,0.6777,20481,8751,0.54275381,38900,48300,0.755287344,0.038
137591,Certificate-degree,Private For-profit,16676,0.702020202,0.538216561,11174.43078,0.6293,0.6721,7666,3482,0.275252525,14400,17800,0.176079734,0.211
441201,Associate's-degree,Private For-profit,21221,0.733513514,0.610119563,15222.72527,0.8224,0.8289,17264,4750,0.41972973,21100,26700,0.333063864,0.187
204662,Associate's-degree,Public,20028,0.153213677,0.303862163,62975.76214,0.4084,0.5706,20832,6500,0.611952271,34400,42900,0.662226584,0.071
217305,Associate's-degree,Private Nonprofit,28494,0.450682261,0.411444142,33166.24959,0.4879,0.783,20000,6084,0.301754386,31300,38500,0.464846416,0.038
217633,Bachelor's-degree,Private Nonprofit,17586,0.288288288,0.316706255,55294.47393,0.3877,0.6967,25250,8750,0.532282282,28500,33600,0.605932203,0.09
159993,Bachelor's-degree,Public,8568,0.234012147,0.417197452,30447.77582,0.3907,0.4299,18256,6281,0.501250447,28900,36600,0.49317595,0.146
409120,Certificate-degree,Public,26753,0.8125,0.549586777,16987.29791,0.6364,0.6124,7600,3801.5,0.416666667,21800,24300,0.35,0.349
149550,Certificate-degree,Private For-profit,11751,0.549689441,0.563573883,22317.35446,0.4627,0.4657,5500,3938.5,0.310559006,18500,19300,0.491803279,0.124
194161,Bachelor's-degree,Private Nonprofit,18415,0.421453287,0.376130199,33122.88841,0.5863,0.8216,27000,9500,0.461591696,33800,39300,0.440559441,0.158
443784,Bachelor's-degree,Private For-profit,29684,0.912441774,0.520025896,17006.54528,0.2655,0.3732,32639,6334,0.483325457,36500,49200,0.236221868,0.151
462239,Associate's-degree,Private For-profit,25265,0.595358956,0.546946217,21383.66035,0.7692,0.8974,20500,7467,0.454677302,26700,31800,0.401305057,0.19
156903,Associate's-degree,Private For-profit,24041,0.865671642,0.641509434,11582.0461,0.9009,0.8726,20856,6334,0.380597015,15900,21500,0.155555556,0.289
200590,Associate's-degree,Private For-profit,10588,0.726235741,0.686915888,13565.26373,0.8915,0.8302,14694,4750,0.376425856,17700,22700,0.248927039,0.163
123013,Certificate-degree,Public,6938,0.51896877,0.485348961,15682.1361,0.1786,0.0252,8745,5000,0.298469922,26200,34800,0.5,0.176
238458,Bachelor's-degree,Private Nonprofit,20783,0.118674699,0.329890252,79571.24223,0.2795,0.7162,26334.5,7500,0.535542169,34400,41300,0.785379569,0.041
190503,Associate's-degree,Private Nonprofit,36826,0.268271711,0.286503915,49623.83112,0.2704,0.6185,14750,5500,0.364144454,33800,42200,0.742387627,0.094
441405,Certificate-degree,Private For-profit,12449,0.838095238,0.743902439,5677.214829,0.7556,0.7556,9500,4750,0.323809524,16300,14000,0.076023392,0.333
141811,Associate's-degree,Public,1668,0.509044863,0.484263533,22006.93767,0.2474,0.0475,6822,3500,0.461649783,25400,29400,0.5,0.123
181491,Associate's-degree,Public,7714,0.354258121,0.442850074,32743.03152,0.268,0.2771,10000,4500,0.33143108,26300,33200,0.619971264,0.149
207388,Bachelor's-degree,Public,14041,0.20413561,0.294925601,49257.80364,0.3062,0.4483,19250,6500,0.512262563,36100,43800,0.673190547,0.085
141486,Bachelor's-degree,Private Nonprofit,18434,0.480451128,0.41722973,27325.93014,0.426,0.62,15823,5562.5,0.512030075,28700,38400,0.560053981,0.082
183257,Bachelor's-degree,Public,12276,0.780308105,0.460447761,30745.60141,0.444,0.6153,16371,4865.5,0.417280643,31500,32200,0.563963964,0.129
458991,Associate's-degree,Private For-profit,25472,0.698585419,0.488853503,22790.87967,0.7506,0.8798,24373,6334,0.316376496,26100,29100,0.36248237,0.175
138354,Bachelor's-degree,Public,9353,0.364901997,0.372249752,34040.08188,0.3758,0.4382,15000,7000,0.58490566,29900,35800,0.592530424,0.106
103741,Certificate-degree,Private For-profit,12052,0.600558659,0.557620818,14951.07827,0.7536,0.6429,11347.5,6668,0.377094972,17600,18200,0.24954792,0.212
145600,Bachelor's-degree,Public,14290,0.161929783,0.389708869,38112.13213,0.4972,0.5,18000,6500,0.706830666,38700,51100,0.700767841,0.043
436094,Bachelor's-degree,Private For-profit,18949,0.679560106,0.496127454,16074.63732,0.6425,0.7095,9791,5736,0.539005363,32500,37000,0.321467332,0.158
445391,Bachelor's-degree,Private For-profit,18463,0.917823663,0.539931756,16576.05959,0.6872,0.7665,29213,5500,0.393902916,33400,51100,0.26380794,0.26
211909,Associate's-degree,Private For-profit,18300,0.747619048,0.588235294,12284.21885,0.7114,0.8389,8708,3491.5,0.20952381,30800,38600,0.378787879,0.329
231174,Bachelor's-degree,Public,16146,0.071019771,0.143316368,78678.84574,0.2005,0.4883,21775,7000,0.775234131,33900,43900,0.855755396,0.025
442170,Bachelor's-degree,Private For-profit,18294,0.917823663,0.539931756,16576.05959,0.7197,0.762,29213,5500,0.393902916,33400,51100,0.26380794,0.26
169521,Associate's-degree,Public,4412,0.475839476,0.478605681,18920.62094,0.4801,0.3397,7496,3500,0.371007371,23200,28600,0.45438039,0.165
239017,Bachelor's-degree,Private Nonprofit,25282,0.054924242,0.183266932,78194.67309,0.2213,0.5824,27000,7300,0.795454546,28700,41100,0.805714286,0.037
141680,Associate's-degree,Public,4298,0.481051345,0.489705882,21108.71269,0.2174,0.0937,4175,3302,0.456601467,24500,31300,0.584070797,0.179
476328,Certificate-degree,Private For-profit,20185,0.724003466,0.572127139,11836.3935,0.9345,0.9829,9500,4750,0.3652513,19700,24600,0.331487889,0.155
171997,Certificate-degree,Private For-profit,17391,0.734817814,0.565037283,15509.85704,0.8357,0.8846,9500,4750,0.370445344,18000,24000,0.273781903,0.232
133809,Associate's-degree,Private Nonprofit,18360,0.058333333,0.251445087,67434.92297,0.3685,0.5916,12000,5500,0.5,26700,38200,0.769491525,0.073
144971,Bachelor's-degree,Private Nonprofit,16409,0.180257511,0.399092971,53251.54252,0.4,0.7907,25000,6500,0.615879828,31200,35500,0.706161137,0.071
456375,Associate's-degree,Private For-profit,25727,0.813112283,0.584825493,17682.04836,0.8142,0.8885,20000,3898,0.489826677,23400,31100,0.236015326,0.135
428268,Bachelor's-degree,Private For-profit,21024,0.679560106,0.496127454,16074.63732,0.5313,0.5938,9791,5736,0.539005363,32500,37000,0.321467332,0.158
460093,Certificate-degree,Private For-profit,17855,0.784159333,0.566160521,15125.78537,0.8685,0.8616,9500,4750,0.339045855,21800,23200,0.311538462,0.234
475325,Certificate-degree,Private For-profit,18688,0.646929825,0.577969762,13244.94058,0.4197,0.4153,9500,5343,0.339598998,15700,15100,0.23943662,0.297
209506,Bachelor's-degree,Public,13920,0.500841279,0.383917775,32345.59877,0.3477,0.4929,25666.5,8958,0.634885025,50500,52000,0.714038128,0.053
434575,Associate's-degree,Private For-profit,20469,0.765962788,0.52367531,17679.94098,0.7745,0.8457,18772,6334,0.297031896,29300,38800,0.261568373,0.286
102094,Bachelor's-degree,Public,10835,0.297306397,0.375277984,32982.01077,0.3667,0.5418,22500,5500,0.486868687,30200,37300,0.449554539,0.082
104531,Bachelor's-degree,Private For-profit,24447,0.78214349,0.510605163,22412.463,0.6317,0.8434,39007.5,9500,0.431337467,32400,47000,0.357456396,0.234
241836,Associate's-degree,Private Nonprofit,8041,0.527791943,0.464871963,8660.315566,0.896,0.2201,6000,3167,0.233044365,14600,17900,0.371014493,0.208
453127,Bachelor's-degree,Private For-profit,29524,0.912441774,0.520025896,17006.54528,0.2556,0.3109,32639,6334,0.483325457,36500,49200,0.236221868,0.151
167358,Bachelor's-degree,Private Nonprofit,32454,0.195382883,0.196872494,83426.96203,0.1391,0.4545,27000,20500,0.790352853,49000,61700,0.801857585,0.054
434690,Associate's-degree,Private For-profit,23009,0.78848353,0.533618923,13186.93475,0.4138,0.7524,17886.5,5945.5,0.417684164,20100,25300,0.14371517,0.282
419411,Certificate-degree,Private For-profit,27202,0.705645161,0.372146119,20856.1651,0.4511,0.7895,7917,3959,0.352822581,24800,31300,0.644736842,0.111
467058,Associate's-degree,Private For-profit,20821,0.765962788,0.52367531,17679.94098,0.7073,0.7805,18772,6334,0.297031896,29300,38800,0.261568373,0.286
228501,Bachelor's-degree,Public,10401,0.37829912,0.525179856,24013.88356,0.649,0.5679,13553,5824,0.650293255,29800,37800,0.420954163,0.201
364317,Certificate-degree,Private For-profit,20340,0.701968504,0.556554577,13977.15084,0.8814,0.9802,9500,4698.5,0.351706037,23800,27500,0.242522871,0.226
410283,Associate's-degree,Private For-profit,19334,0.716709781,0.526234209,14933.85861,0.8833,0.7808,17800,4867,0.376724563,27700,27400,0.242606516,0.262
447166,Certificate-degree,Private For-profit,13395,0.635294118,0.509025271,17345.08006,0.5938,0.625,16000,6894,0.464705882,18100,19400,0.180379747,0.227
230597,Associate's-degree,Public,8019,0.233789954,0.349106712,39191.92965,0.3897,0.4237,5144,3500,0.378082192,22200,27900,0.651975684,0.126
164313,Associate's-degree,Public,9068,0.484059273,0.50814664,20765.33775,0.511,0.1164,7500,2750,0.418949259,21900,27300,0.472303207,0.184
443456,Bachelor's-degree,Private For-profit,18892,0.917823663,0.539931756,16576.05959,0.5854,0.7073,29213,5500,0.393902916,33400,51100,0.26380794,0.26
198969,Bachelor's-degree,Private Nonprofit,29585,0.351947098,0.352365416,37689.06821,0.4272,0.6294,25000,9500,0.645848641,29500,38800,0.573375262,0.125
189839,Associate's-degree,Public,5192,0.447140381,0.471932638,24068.49108,0.4673,0.4722,11113.5,5500,0.347660312,22400,29700,0.390171699,0.252
202806,Bachelor's-degree,Private Nonprofit,21816,0.871891327,0.532822233,24550.02949,0.4676,0.6641,25000,9500,0.575130617,40000,47300,0.461879678,0.118
155317,Bachelor's-degree,Public,17216,0.20829932,0.245626613,62246.24443,0.2222,0.4622,19500,7500,0.465170068,36500,44800,0.707124011,0.056
120184,Bachelor's-degree,Private Nonprofit,26352,0.488372093,0.37816245,40489.68549,0.408,0.6513,25000,12000,0.662790698,40400,51000,0.658280922,0.083
167288,Bachelor's-degree,Public,13370,0.178067318,0.374247894,48635.37968,0.4178,0.7149,23247.5,7527,0.678610206,25700,34800,0.649709302,0.08
174154,Certificate-degree,Private For-profit,18020,0.852701444,0.520629519,18063.48579,0.5867,0.5227,18301,5895.5,0.520726595,28600,42300,0.330695544,0.174
111771,Certificate-degree,Private Nonprofit,12978,0.768010213,0.699160749,9906.248125,0.59,0.1357,5600,2800,0.208462521,17500,21700,0.246637977,0.22
150136,Bachelor's-degree,Public,15184,0.104705274,0.325071497,65181.95761,0.3195,0.603,23500,7000,0.593717684,31100,38800,0.668497163,0.085
478591,Certificate-degree,Private For-profit,15724,0.62513312,0.493589744,16862.274,0.664,0.832,9710.5,3274,0.414270501,17200,20800,0.334224599,0.146
401481,Certificate-degree,Private For-profit,4398,0.704081633,0.424242424,14065.73765,0.7453,0.5,3500,1750,0.489795918,15500,14500,0.217391304,0.219
169716,Bachelor's-degree,Private Nonprofit,22428,0.371299871,0.362237762,50001.31803,0.3097,0.6183,21937.5,9913,0.586229086,40900,45600,0.562865497,0.073
443979,Certificate-degree,Private For-profit,12230,0.45,0.39748954,27730.389,0.2593,0.3148,12557.5,4750,0.328571429,23200,18400,0.666666667,0.09
192004,Associate's-degree,Private For-profit,11118,0.475836431,0.559322034,21315.1872,0.8076,0.6309,12750,2581,0.26394052,18500,24200,0.454976303,0.264
219000,Bachelor's-degree,Private Nonprofit,17608,0.068825911,0.149506347,82283.55981,0.2692,0.685,27000,9500,0.574898785,34300,41800,0.860501567,0.024
181330,Bachelor's-degree,Private Nonprofit,18595,0.141463415,0.322834646,60005.26871,0.4757,0.852,21125,9000,0.630487805,33300,40500,0.743157895,0.051
238759,Certificate-degree,Public,8171,0.663130548,0.549292012,17343.44963,0.5179,0.4387,9010.5,3500,0.279497727,24000,30600,0.398487493,0.241
107141,Bachelor's-degree,Private Nonprofit,15654,0.426484908,0.340816327,50092.63925,0.3317,0.5284,19500,10983,0.555988316,37500,46700,0.737579618,0.037
191630,Bachelor's-degree,Private Nonprofit,29227,0.012626263,0.100263852,106684.063,0.1938,0.6262,26459,7000,0.689393939,37500,48600,0.827458256,0.016
153001,Bachelor's-degree,Private Nonprofit,17505,0.569473684,0.398205272,37434.41953,0.5205,0.8333,23500,10332,0.570526316,32800,38300,0.699946034,0.079
442408,Associate's-degree,Private For-profit,17282,0.788800203,0.552194149,8248.320994,0.5639,0.3925,22319.5,6690,0.346509565,21400,28300,0.16196965,0.237
458715,Certificate-degree,Private For-profit,18525,0.703146375,0.63030303,9942.134994,0.5815,0.632,9500,3898,0.398426813,16900,26200,0.159020218,0.28
176044,Bachelor's-degree,Public,10789,0.313115997,0.456301748,15079.42281,0.8335,0.9,28500,16630,0.66641395,19700,22600,0.129642134,0.186
373340,Certificate-degree,Private For-profit,17900,0.563636364,0.576086957,24456.48136,0.3289,0.4934,9833,4750,0.354545455,18100,19400,0.458015267,0.128
179159,Bachelor's-degree,Private Nonprofit,30654,0.214624038,0.233281493,75632.05837,0.1445,0.3455,25000,9500,0.698934281,42500,53800,0.72295082,0.038
459028,Certificate-degree,Private For-profit,12340,0.60090703,0.510729614,14985.64399,0.7969,0.7109,9817,4215,0.502267574,19200,23000,0.449511401,0.155
190664,Bachelor's-degree,Public,5317,0.34173913,0.448723496,22081.83117,0.3594,0.1196,10523,5500,0.610956522,32200,47500,0.551430781,0.046
187912,Associate's-degree,Public,4359,0.047477745,0.332278481,35439.96274,0.3888,0.2657,7053,3965,0.652818991,29700,38800,0.7,0.103
479123,Certificate-degree,Private For-profit,16479,0.544,0.432692308,17416.27559,0.5185,0.6667,7863,2854,0.304,18600,17500,0.489795918,0.123
202684,Associate's-degree,Private For-profit,14108,0.755919258,0.543742758,13711.93388,0.9407,0.9898,23036,5369,0.394708129,20500,22400,0.183620762,0.299
152266,Bachelor's-degree,Public,9245,0.324675325,0.479452055,38174.82696,0.3138,0.4003,24364,6250,0.587121212,28800,36000,0.507947977,0.165
196413,Bachelor's-degree,Private Nonprofit,28749,0.052822967,0.196717949,71954.69392,0.2693,0.5586,26967.5,13997,0.801148325,42600,56600,0.821993891,0.048
127884,Certificate-degree,Public,10652,0.674566229,0.521538462,17560.34664,0.8017,0.5048,11000,4500,0.316969953,22600,27000,0.316046099,0.297
133526,Bachelor's-degree,Private Nonprofit,13193,0.242245199,0.484517304,19488.08084,0.8668,0.8828,30798,8250,0.710487445,20300,23900,0.141176471,0.248
198862,Bachelor's-degree,Private Nonprofit,15970,0.146532439,0.417539267,21776.02298,0.8675,0.9123,37000,9500,0.756152125,17000,24100,0.1107739,0.324
153074,Certificate-degree,Private For-profit,10404,0.406060606,0.489655172,29421.25943,0.5314,0.5272,8541,3117.5,0.351515152,19300,19400,0.54601227,0.132
196477,Associate's-degree,Private For-profit,14726,0.600747002,0.554439912,11456.50283,0.8494,0.7808,17195,5500,0.192451347,19400,32700,0.241180244,0.388
459091,Bachelor's-degree,Private For-profit,22156,0.67962963,0.429805616,22774.41892,0.6383,0.8085,29500,6334,0.318518519,24000,25500,0.399107143,0.132
437848,Bachelor's-degree,Private For-profit,23943,0.537545485,0.601215521,19601.87985,0.776,0.8456,38514.5,8063.5,0.385378763,26300,34700,0.257065689,0.203
169080,Bachelor's-degree,Private Nonprofit,23609,0.045865184,0.137882019,79655.30328,0.2554,0.5704,25700,9500,0.660180681,32400,41700,0.856158484,0.029
222992,Associate's-degree,Public,8252,0.534350699,0.481170663,21508.66014,0.2825,0.2548,10500,3500,0.392855055,27300,34400,0.396631155,0.224
447342,Certificate-degree,Private For-profit,22206,0.611213802,0.511732261,13603.23841,0.5804,0.7203,14144,4750,0.459026494,18600,21500,0.336073998,0.097
200484,Bachelor's-degree,Private Nonprofit,15389,0.26875,0.370629371,31441.25244,0.6301,0.8171,22250,9500,0.5125,23900,25500,0.52631579,0.166
140696,Bachelor's-degree,Private Nonprofit,18000,0.178846154,0.232067511,42832.97536,0.4479,0.7952,25000,11000,0.734615385,31700,43900,0.582608696,0.079
136473,Associate's-degree,Public,6551,0.574005305,0.545156666,19988.01048,0.3888,0.0645,3500,2334,0.366401415,22500,27000,0.524154589,0.156
106999,Certificate-degree,Public,7537,0.573802542,0.558381503,18202.14386,0.6726,0.7667,8009,5449,0.319648094,22800,24600,0.372168285,0.306
373085,Certificate-degree,Private For-profit,19502,0.716709781,0.526234209,14933.85861,0.8898,0.8656,17800,4867,0.376724563,27700,27400,0.242606516,0.262
185721,Certificate-degree,Private For-profit,16222,0.620885358,0.64764622,21730.39891,0.5395,0.6738,8692,3666,0.289443814,24100,33800,0.341055341,0.104
218724,Bachelor's-degree,Public,14003,0.113035382,0.325880491,54351.5407,0.3816,0.6951,23499.5,5500,0.594227188,28800,36300,0.592514124,0.077
475079,Associate's-degree,Private For-profit,19465,0.733513514,0.610119563,15222.72527,0.811,0.8425,17264,4750,0.41972973,21100,26700,0.333063864,0.187
431071,Certificate-degree,Private For-profit,18981,0.737430168,0.412121212,24472.78568,0.4615,0.6099,9500,4750,0.212290503,21600,21600,0.520710059,0.164
443748,Certificate-degree,Private For-profit,19301,0.717775468,0.54826546,11063.266,0.6789,0.4503,9500,4750,0.397089397,18200,25000,0.11966739,0.18
131742,Certificate-degree,Private For-profit,17432,0.745827538,0.65647582,10307.0482,0.6787,0.4194,9234,4617,0.257997218,22700,26300,0.25070159,0.199
455497,Certificate-degree,Private For-profit,12395,0.70777304,0.533705624,14186.94352,0.7759,0.806,9500,3957.5,0.439160381,16300,20400,0.23,0.106
217925,Bachelor's-degree,Private Nonprofit,13213,0.235955056,0.221789883,44361.59455,0.5349,0.8535,20500,10015,0.397003745,22000,29900,0.725961539,0.04
110583,Bachelor's-degree,Public,10181,0.282721299,0.436445444,29086.9085,0.4488,0.3843,14909,7500,0.766138384,32900,46500,0.722237881,0.06
160038,Bachelor's-degree,Public,8768,0.417496071,0.455792238,30495.99247,0.4031,0.4984,21500,7000,0.501047669,29200,33900,0.454658001,0.154
458681,Certificate-degree,Private For-profit,21860,0.804587156,0.51483871,17224.42809,0.6566,0.6506,12750,6334,0.411009174,18100,21200,0.17233809,0.177
445355,Certificate-degree,Private For-profit,19739,0.634612397,0.506363814,15613.64595,0.7065,0.6839,12125,5564.5,0.43234426,24100,29600,0.302881509,0.272
158644,Certificate-degree,Private For-profit,12752,0.752136752,0.494252874,14267.36775,0.5746,0.5075,9500,4259,0.461538462,15700,15500,0.24137931,0.375
383899,Certificate-degree,Private For-profit,18129,0.743019021,0.621359223,10302.70038,0.9105,0.9558,9500,4479,0.287333064,24800,31300,0.275449102,0.27
217059,Bachelor's-degree,Private Nonprofit,20062,0.107227959,0.35249366,82128.0203,0.2434,0.6856,25751,6500,0.610802224,37400,47500,0.819784525,0.051
172495,Certificate-degree,Private For-profit,22195,0.588555858,0.555555556,20248.87961,0.734,0.867,9500,3500,0.326975477,14900,13800,0.232142857,0.099
241386,Bachelor's-degree,Private Nonprofit,3705,0.347826087,0.448875256,2192.738374,0.9597,0.2097,8250,3500,0.276983886,15100,17000,0.302439024,0.299
177940,Bachelor's-degree,Public,10026,0.283675799,0.466310874,25028.93366,0.6184,0.8543,24631,6700,0.666666667,24000,29500,0.306397306,0.272
153445,Associate's-degree,Public,11495,0.407914764,0.387372014,31982.26405,0.4059,0.5433,12000,5500,0.37493658,29100,34000,0.506048387,0.164
449171,Certificate-degree,Private For-profit,19816,0.611213802,0.511732261,13603.23841,0.679,0.8086,14144,4750,0.459026494,18600,21500,0.336073998,0.097
106494,Certificate-degree,Private For-profit,8907,0.618473896,0.533333333,20804.31348,0.6951,0.7195,9900,4750,0.373493976,15600,13800,0.369791667,0.221
456409,Associate's-degree,Private For-profit,23383,0.765962788,0.52367531,17679.94098,0.7876,0.8185,18772,6334,0.297031896,29300,38800,0.261568373,0.286
174321,Certificate-degree,Private For-profit,10900,0.354978355,0.379310345,27574.13287,0.3773,0.5409,7139,4750,0.268398268,18600,19300,0.657342657,0.134
236382,Certificate-degree,Public,6981,0.753687316,0.466480447,17901.74368,0.2016,0.122,8437,5000,0.453539823,29600,34800,0.5382263,0.181
212869,Associate's-degree,Private Nonprofit,25153,0.577975376,0.530735931,22798.78913,0.6814,0.9914,18901.5,9500,0.426128591,32200,32400,0.517123288,0.137
463621,Certificate-degree,Private For-profit,21258,0.881922578,0.586296392,6679.336799,0.8598,0.7088,25300,8066.5,0.473791443,19000,25700,0.128284847,0.232
149505,Bachelor's-degree,Private Nonprofit,22798,0.33290653,0.357643759,60686.85633,0.3565,0.7633,23436,12500,0.624839949,35100,41700,0.749350649,0.063
190585,Associate's-degree,Public,6582,0.431761787,0.541911004,14281.77603,0.7126,0.0759,8000,3500,0.527408076,22900,30700,0.45945946,0.147
147679,Bachelor's-degree,Private Nonprofit,19291,0.282227307,0.343003413,48129.26837,0.3646,0.6978,24934,9000,0.689549962,33200,42500,0.721893491,0.094
168227,Bachelor's-degree,Private Nonprofit,27253,0.099901088,0.268712978,77292.1837,0.2861,0.724,26000,5500,0.78239367,47100,56700,0.83143049,0.068
229018,Bachelor's-degree,Public,5457,0.519274376,0.468098958,32165.76611,0.415,0.3432,12504.5,5500,0.578798186,38500,42600,0.562125107,0.136
171155,Associate's-degree,Public,4185,0.435549133,0.507614213,22208.19334,0.5822,0.4538,16500,5250,0.461560694,22600,28300,0.320290665,0.236
198774,Associate's-degree,Public,8960,0.583333333,0.519677572,21469.97134,0.5116,0.1985,10500,5250,0.33006536,22600,27400,0.515873016,0.152
366711,Bachelor's-degree,Public,11220,0.348324141,0.43369619,34519.15471,0.4006,0.4121,18750,11769.5,0.617522274,34100,45400,0.625741671,0.043
236577,Bachelor's-degree,Private Nonprofit,25249,0.135054022,0.226810673,64784.67565,0.3001,0.6577,24000,14965,0.787515006,35000,45000,0.853965901,0.034
173665,Bachelor's-degree,Private Nonprofit,19743,0.25308642,0.25,54783.87913,0.3819,0.73,24250,8555,0.633744856,37500,47300,0.754005655,0.045
204158,Certificate-degree,Public,7698,0.756563246,0.545706371,20998.02514,0.4144,0.4209,6840,3948,0.37947494,31900,32100,0.511235955,0.121
169442,Bachelor's-degree,Private Nonprofit,31759,0.182072829,0.245588235,58053.383,0.3767,0.704,27000,5500,0.586834734,30400,38600,0.588832487,0.12
148256,Associate's-degree,Public,6052,0.484375,0.485795455,19850.91938,0.2633,0.1157,7041,4000,0.321875,22200,26200,0.461285008,0.29
182209,Certificate-degree,Private For-profit,13555,0.634146342,0.603813559,16482.58148,0.7204,0.7633,9506.5,3338,0.31276901,17800,21200,0.185614849,0.112
446996,Certificate-degree,Private For-profit,14148,0.7675,0.665492958,6773.358383,0.6023,0.5057,9500,3750,0.265,14700,13300,0.187989556,0.1
189556,Associate's-degree,Private For-profit,11936,0.755919258,0.543742758,13711.93388,0.5714,0.8664,23036,5369,0.394708129,20500,22400,0.183620762,0.299
407328,Certificate-degree,Private For-profit,22780,0.852701444,0.520629519,18063.48579,0.6983,0.4078,18301,5895.5,0.520726595,28600,42300,0.330695544,0.174
167783,Bachelor's-degree,Private Nonprofit,29498,0.202247191,0.230215827,64351.32492,0.2465,0.7188,25000,7500,0.821348315,42500,50700,0.78,0.026
440299,Associate's-degree,Private For-profit,19976,0.688301887,0.550955414,15544.10211,0.8081,0.8264,24854,6365,0.406792453,18300,24000,0.153662895,0.183
146205,Certificate-degree,Public,2807,0.472461274,0.4312749,15864.69732,0.2646,0,4122,3215.5,0.379518072,20900,25200,0.463195691,0.205
123527,Associate's-degree,Public,6171,0.465092749,0.618699953,14526.941,0.2875,8.00E-04,2625,3500,0.489713322,19600,26600,0.32781457,0.269
460358,Certificate-degree,Private For-profit,21786,0.717319177,0.606314751,12656.78982,0.7708,0.6553,9500,4750,0.319177173,19600,24400,0.17625459,0.18
437927,Certificate-degree,Private For-profit,18481,0.634612397,0.506363814,15613.64595,0.6309,0.7345,12125,5564.5,0.43234426,24100,29600,0.302881509,0.272
451714,Certificate-degree,Private For-profit,17455,0.481927711,0.478918919,28229.30122,0.3971,0.5903,12500,4750,0.353104727,22000,23200,0.369620253,0.085
112190,Certificate-degree,Public,4169,0.564819854,0.539612425,9288.317522,0.2608,0.0454,9441,5000,0.393273103,23800,36300,0.422096317,0.223
381705,Certificate-degree,Private For-profit,8553,0.67264574,0.631284916,13883.47949,0.9057,0.9811,8000,3668,0.31838565,16700,15200,0.288135593,0.155
170240,Associate's-degree,Public,4650,0.57484381,0.550313117,11374.85687,0.5525,0.4566,14000,4613,0.56228484,22600,30200,0.23625753,0.234
232423,Bachelor's-degree,Public,16579,0.053229241,0.200845278,97402.2754,0.1374,0.393,20088,9550,0.71007807,41100,52600,0.873700624,0.028
126182,Bachelor's-degree,Public,11156,0.312615385,0.423182442,37045.59101,0.5662,0.632,18536,8250,0.540923077,24700,32800,0.403846154,0.157
456764,Certificate-degree,Private For-profit,21571,0.611213802,0.511732261,13603.23841,0.734,0.7833,14144,4750,0.459026494,18600,21500,0.336073998,0.097
104346,Associate's-degree,Public,4376,0.612590799,0.51468005,19512.84266,0.4567,0.1752,10122,3500,0.411016949,23900,27500,0.290178571,0.247
213020,Bachelor's-degree,Public,18405,0.080929025,0.349672182,64317.07316,0.3778,0.747,26675,9411,0.415608771,29000,37400,0.681974085,0.084
455628,Certificate-degree,Private For-profit,40019,0.711608223,0.588474326,13493.43446,0.7893,0.8217,13000,6092.5,0.34280532,21900,24300,0.254821959,0.124
129367,Associate's-degree,Public,8231,0.596075778,0.58255597,16923.12648,0.5734,0.0503,9000,3500,0.480040595,24500,32700,0.570247934,0.07
161855,Certificate-degree,Private For-profit,9287,0.656626506,0.688073395,4313.724964,0.9818,0.9,6960,3480,0.506024096,14500,15200,0.14619883,0.108
445328,Certificate-degree,Private For-profit,15402,0.667898497,0.616254417,14129.3245,0.5802,0.4846,9500,3500,0.351071693,18800,23200,0.147025078,0.293
187985,Bachelor's-degree,Public,8031,0.421707742,0.418685774,24689.11717,0.3949,0.4914,17750,7593,0.442784831,27400,34900,0.560259945,0.086
413918,Certificate-degree,Private Nonprofit,16951,0.22754491,0.296774194,54937.95278,0.4091,0.9545,24063,6965.5,0.54491018,31300,32600,0.723913044,0.042
179645,Associate's-degree,Public,6566,0.582244656,0.616945532,16192.9043,0.6104,0.2836,9911,4875,0.315914489,19700,25400,0.377149877,0.247
138716,Bachelor's-degree,Public,13386,0.319382365,0.410401891,21920.61598,0.8013,0.9123,29393.5,11000,0.769199512,23500,31500,0.206505295,0.164
231837,Bachelor's-degree,Private Nonprofit,20980,0.482701812,0.445825933,36470.47601,0.4228,0.7442,23937,8331,0.489291598,48200,52300,0.666666667,0.068
